FECHA_CORTE;anio;idmes;mes;ubigeo;departamento;provincia;distrito;idmuseo;nombmuseo;tipo;vadulto;vestudiante;vnino;vadultom;militares;discapacitado;total
20240709;2022;1;Enero;10101;Amazonas;Chachapoyas;Chachapoyas;48;"Sala de Exhibición ""Gilberto Tenorio Ruiz""";Sala;27;1;12;1;0;0;41
20240709;2022;1;Enero;20101;Áncash;Huaraz;Huaraz;3;"Museo Arqueológico de Áncash ""Augusto Soriano Infante""";Museo;54;12;12;0;0;0;78
20240709;2022;1;Enero;21501;Áncash;Pallasca;Cabana;200;Museo Arqueológico Zonal de Cabana;Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;22006;Áncash;Yungay;Ranrahirca;54;Museo de Antropolgía, Arqueología e Historia Natural de Ranrahirca;Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;21004;Áncash;Huari;Chavin de Huántar;199;Museo Nacional Chavín ;Museo;492;30;48;33;0;0;603
20240709;2022;1;Enero;20801;Áncash;Casma;Casma;53;"Museo Regional de Casma ""Max Uhle""";Museo;61;15;22;5;0;0;103
20240709;2022;1;Enero;20105;Áncash;Huaraz;Independencia;51;Sala de Exhibición del Monumento Arqueológico Willkawaín ;Sala;88;44;42;0;0;0;174
20240709;2022;1;Enero;30101;Apurímac;Abancay;Abancay;56;Museo Arqueológico, Antropológico de Apurímac;Museo;6;1;2;6;0;0;15
20240709;2022;1;Enero;50108;Ayacucho;Huamanga;Quinua;62;Museo de Sitio de Quinua ;Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;50107;Ayacucho;Huamanga;Pacaycasa;59;Museo de Sitio Wari;Museo;281;33;48;17;0;0;379
20240709;2022;1;Enero;50101;Ayacucho;Huamanga;Ayacucho;63;"Museo Histórico Regional ""Hipólito Unanue""";Museo;36;28;12;0;0;0;76
20240709;2022;1;Enero;60101;Cajamarca;Cajamarca;Cajamarca;68;Museo Arqueológico y Etnográfico del Conjunto Monumental Belén ;Museo;760;240;219;148;0;0;1367
20240709;2022;1;Enero;80901;Cusco;La Covención;Santa Ana;201;Museo Amazónico Andino Qhapaq Ñan Quillabamba;Museo;12;5;0;0;0;0;17
20240709;2022;1;Enero;81101;Cusco;Paucartambo;Paucartambo;226;Museo de los Pueblos de Paucartambo;Museo;19;14;5;2;0;0;40
20240709;2022;1;Enero;81302;Cusco;Urubamba;Chinchero;93;Museo de Sitio de Chinchero;Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;81304;Cusco;Urubamba;Machupicchu;94;"Museo de Sitio ""Manuel Chávez Ballón""";Museo;76;7;0;0;0;0;83
20240709;2022;1;Enero;80101;Cusco;Cusco;Cusco;92;Museo Histórico Regional del Cusco;Museo;35;28;1;3;0;0;67
20240709;2022;1;Enero;81208;Cusco;Quispicanchi;Lucre;82;Sala de Exhibición de Pikillaqta;Sala;0;0;0;0;0;0;0
20240709;2022;1;Enero;90601;Huancavelica;Huaytará;Huaytará;19;"Museo Arqueológico ""Samuel Humberto Espinoza Lozano""";Museo;62;14;7;2;0;0;85
20240709;2022;1;Enero;90101;Huancavelica;Huancavelica;Huancavelica;18;"Museo Regional ""Daniel Hernández Morillo""";Museo;2;4;0;0;0;0;6
20240709;2022;1;Enero;100101;Huánuco;Huánuco;Huánuco;99;Sala de Exhibición de la Zona Arqueológica Monumental de Kotosh;Sala;182;36;74;0;0;0;292
20240709;2022;1;Enero;110505;Ica;Pisco;Paracas;111;"Museo de Sitio ""Julio C. Tello"" de Paracas ";Museo;157;77;60;49;0;0;343
20240709;2022;1;Enero;110101;Ica;Ica;Ica;20;"Museo Regional de Ica ""Adolfo Bermúdez Jenkins"" ";Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;110503;Ica;Pisco;Humay;21;"Sala de Exhibición del Sitio Arqueológico ""Tambo Colorado"" ";Sala;0;0;0;0;0;0;0
20240709;2022;1;Enero;120901;Junín;Chupaca;Chupaca;22;Museo Regional de Arqueología de Junín;Museo;54;15;43;5;0;0;117
20240709;2022;1;Enero;120119;Junín;Huancayo;Huancan;23;Museo de Sitio de Wariwillka;Museo;220;68;53;32;0;0;373
20240709;2022;1;Enero;130104;La Libertad;Trujillo;Huanchaco;24;Museo de Sitio de Chan Chan;Museo;336;59;87;37;0;0;519
20240709;2022;1;Enero;140301;Lambayeque;Lambayeque;Lambayeque;120;Museo Arqueológico Nacional Brüning ;Museo;319;28;99;24;0;0;470
20240709;2022;1;Enero;140311;Lambayeque;Lambayeque;San José;179;Museo de Sitio Huaca Chotuna - Chornancap;Museo;30;10;14;1;0;0;55
20240709;2022;1;Enero;140115;Lambayeque;Chiclayo;Saña;125;Museo de Sitio Huaca Rajada - Sipán;Museo;179;0;65;0;0;0;244
20240709;2022;1;Enero;140312;Lambayeque;Lambayeque;Túcume;123;Museo de Sitio Túcume;Museo;352;49;110;23;0;0;534
20240709;2022;1;Enero;140201;Lambayeque;Ferreñafe;Ferreñafe;122;Museo Nacional de Sicán;Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;140301;Lambayeque;Lambayeque;Lambayeque;121;Museo Tumbas Reales de Sipán;Museo;791;136;298;120;0;0;1345
20240709;2022;1;Enero;160101;Loreto;Maynas;Iquitos;25;Museo Amazónico;Museo;61;126;9;7;0;0;203
20240709;2022;1;Enero;200105;Piura;Piura;Catacaos;27;Museo de Sitio de Narihualá;Museo;154;35;26;0;0;0;215
20240709;2022;1;Enero;200101;Piura;Piura;Piura;142;Sala de Oro del Museo Municipal Vicús;Sala;0;0;0;0;0;0;0
20240709;2022;1;Enero;210708;Puno;Lampa;Pucara;31;Museo Lítico de Pukara ;Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;210401;Puno;Chucuito;Juli;30;"Templo Museo ""Nuestra Señora de la Asunción"" ";Museo;7;4;4;0;0;0;15
20240709;2022;1;Enero;210401;Puno;Chucuito;Julio;29;"Templo Museo ""San Juan de Letrán""";Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;220101;San Martín;Moyobamba;Moyobamba;148;Museo Departamental San Martín;Museo;10;18;13;7;0;0;48
20240709;2022;1;Enero;230101;Tacna;Tacna;Tacna;34;Museo Histórico Regional de Tacna;Museo;0;0;0;0;0;0;0
20240709;2022;1;Enero;230108;Tacna;Tacna;Pocollay;33;Museo de Sitio Las Peañas;Museo;0;2;0;0;0;0;2
20240709;2022;1;Enero;240102;Tumbes;Tumbes;Corrales;35;"Museo de Sitio Cabeza de Vaca ""Gran Chilimasa"" ";Museo;6;0;0;0;0;0;6
20240709;2022;2;Febrero;10101;Amazonas;Chachapoyas;Chachapoyas;48;"Sala de Exhibición ""Gilberto Tenorio Ruiz""";Sala;46;0;9;0;0;0;55
20240709;2022;2;Febrero;20101;Áncash;Huaraz;Huaraz;3;"Museo Arqueológico de Áncash ""Augusto Soriano Infante""";Museo;24;1;14;3;0;0;42
20240709;2022;2;Febrero;21501;Áncash;Pallasca;Cabana;200;Museo Arqueológico Zonal de Cabana;Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;22006;Áncash;Yungay;Ranrahirca;54;Museo de Antropolgía, Arqueología e Historia Natural de Ranrahirca;Museo;28;10;30;0;0;0;68
20240709;2022;2;Febrero;21004;Áncash;Huari;Chavin de Huántar;199;Museo Nacional Chavín ;Museo;208;9;51;25;0;0;293
20240709;2022;2;Febrero;20801;Áncash;Casma;Casma;53;"Museo Regional de Casma ""Max Uhle""";Museo;44;10;12;5;0;0;71
20240709;2022;2;Febrero;20105;Áncash;Huaraz;Independencia;51;Sala de Exhibición del Monumento Arqueológico Willkawaín ;Sala;39;24;7;0;0;0;70
20240709;2022;2;Febrero;30101;Apurímac;Abancay;Abancay;56;Museo Arqueológico, Antropológico de Apurímac;Museo;26;3;4;2;0;0;35
20240709;2022;2;Febrero;50108;Ayacucho;Huamanga;Quinua;62;Museo de Sitio de Quinua ;Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;50107;Ayacucho;Huamanga;Pacaycasa;59;Museo de Sitio Wari;Museo;326;28;75;41;0;0;470
20240709;2022;2;Febrero;50101;Ayacucho;Huamanga;Ayacucho;63;"Museo Histórico Regional ""Hipólito Unanue""";Museo;99;26;55;2;0;0;182
20240709;2022;2;Febrero;60101;Cajamarca;Cajamarca;Cajamarca;68;Museo Arqueológico y Etnográfico del Conjunto Monumental Belén ;Museo;530;58;144;35;0;0;767
20240709;2022;2;Febrero;80901;Cusco;La Covención;Santa Ana;201;Museo Amazónico Andino Qhapaq Ñan Quillabamba;Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;81101;Cusco;Paucartambo;Paucartambo;226;Museo de los Pueblos de Paucartambo;Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;81302;Cusco;Urubamba;Chinchero;93;Museo de Sitio de Chinchero;Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;81304;Cusco;Urubamba;Machupicchu;94;"Museo de Sitio ""Manuel Chávez Ballón""";Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;80101;Cusco;Cusco;Cusco;92;Museo Histórico Regional del Cusco;Museo;39;15;6;3;0;0;63
20240709;2022;2;Febrero;81208;Cusco;Quispicanchi;Lucre;82;Sala de Exhibición de Pikillaqta;Sala;20;0;0;0;0;0;20
20240709;2022;2;Febrero;90601;Huancavelica;Huaytará;Huaytará;19;"Museo Arqueológico ""Samuel Humberto Espinoza Lozano""";Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;90101;Huancavelica;Huancavelica;Huancavelica;18;"Museo Regional ""Daniel Hernández Morillo""";Museo;9;2;1;0;0;0;12
20240709;2022;2;Febrero;100101;Huánuco;Huánuco;Huánuco;99;Sala de Exhibición de la Zona Arqueológica Monumental de Kotosh;Sala;174;35;53;0;0;0;262
20240709;2022;2;Febrero;110505;Ica;Pisco;Paracas;111;"Museo de Sitio ""Julio C. Tello"" de Paracas ";Museo;124;61;75;42;0;0;302
20240709;2022;2;Febrero;110101;Ica;Ica;Ica;20;"Museo Regional de Ica ""Adolfo Bermúdez Jenkins"" ";Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;110503;Ica;Pisco;Humay;21;"Sala de Exhibición del Sitio Arqueológico ""Tambo Colorado"" ";Sala;0;0;0;0;0;0;0
20240709;2022;2;Febrero;120901;Junín;Chupaca;Chupaca;22;Museo Regional de Arqueología de Junín;Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;120119;Junín;Huancayo;Huancan;23;Museo de Sitio de Wariwillka;Museo;254;36;62;28;0;0;380
20240709;2022;2;Febrero;130104;La Libertad;Trujillo;Huanchaco;24;Museo de Sitio de Chan Chan;Museo;357;47;142;44;0;0;590
20240709;2022;2;Febrero;140301;Lambayeque;Lambayeque;Lambayeque;120;Museo Arqueológico Nacional Brüning ;Museo;289;25;160;31;0;0;505
20240709;2022;2;Febrero;140311;Lambayeque;Lambayeque;San José;179;Museo de Sitio Huaca Chotuna - Chornancap;Museo;74;9;161;0;0;0;244
20240709;2022;2;Febrero;140115;Lambayeque;Chiclayo;Saña;125;Museo de Sitio Huaca Rajada - Sipán;Museo;63;86;56;10;0;0;215
20240709;2022;2;Febrero;140312;Lambayeque;Lambayeque;Túcume;123;Museo de Sitio Túcume;Museo;490;63;192;37;0;0;782
20240709;2022;2;Febrero;140201;Lambayeque;Ferreñafe;Ferreñafe;122;Museo Nacional de Sicán;Museo;202;89;147;88;0;0;526
20240709;2022;2;Febrero;140301;Lambayeque;Lambayeque;Lambayeque;121;Museo Tumbas Reales de Sipán;Museo;905;5;397;38;0;0;1345
20240709;2022;2;Febrero;160101;Loreto;Maynas;Iquitos;25;Museo Amazónico;Museo;19;2;8;1;0;0;30
20240709;2022;2;Febrero;200105;Piura;Piura;Catacaos;27;Museo de Sitio de Narihualá;Museo;111;9;15;0;0;0;135
20240709;2022;2;Febrero;200101;Piura;Piura;Piura;142;Sala de Oro del Museo Municipal Vicús;Sala;0;0;0;0;0;0;0
20240709;2022;2;Febrero;210708;Puno;Lampa;Pucara;31;Museo Lítico de Pukara ;Museo;58;0;5;0;0;0;63
20240709;2022;2;Febrero;210401;Puno;Chucuito;Juli;30;"Templo Museo ""Nuestra Señora de la Asunción"" ";Museo;10;10;3;0;0;0;23
20240709;2022;2;Febrero;210401;Puno;Chucuito;Julio;29;"Templo Museo ""San Juan de Letrán""";Museo;0;0;0;0;0;0;0
20240709;2022;2;Febrero;220101;San Martín;Moyobamba;Moyobamba;148;Museo Departamental San Martín;Museo;18;25;13;26;0;0;82
20240709;2022;2;Febrero;230101;Tacna;Tacna;Tacna;34;Museo Histórico Regional de Tacna;Museo;3;0;1;0;0;0;4
20240709;2022;2;Febrero;230108;Tacna;Tacna;Pocollay;33;Museo de Sitio Las Peañas;Museo;5;4;0;0;0;0;9
20240709;2022;2;Febrero;240102;Tumbes;Tumbes;Corrales;35;"Museo de Sitio Cabeza de Vaca ""Gran Chilimasa"" ";Museo;2;0;0;1;0;0;3
20240709;2022;3;Marzo;10101;Amazonas;Chachapoyas;Chachapoyas;48;"Sala de Exhibición ""Gilberto Tenorio Ruiz""";Sala;49;8;18;1;0;0;76
20240709;2022;3;Marzo;20101;Áncash;Huaraz;Huaraz;3;"Museo Arqueológico de Áncash ""Augusto Soriano Infante""";Museo;46;18;22;9;0;0;95
20240709;2022;3;Marzo;21501;Áncash;Pallasca;Cabana;200;Museo Arqueológico Zonal de Cabana;Museo;0;0;0;0;0;0;0
20240709;2022;3;Marzo;22006;Áncash;Yungay;Ranrahirca;54;Museo de Antropolgía, Arqueología e Historia Natural de Ranrahirca;Museo;20;15;35;0;0;0;70
20240709;2022;3;Marzo;21004;Áncash;Huari;Chavin de Huántar;199;Museo Nacional Chavín ;Museo;210;13;22;43;0;0;288
20240709;2022;3;Marzo;20801;Áncash;Casma;Casma;53;"Museo Regional de Casma ""Max Uhle""";Museo;20;6;3;3;0;0;32
20240709;2022;3;Marzo;20105;Áncash;Huaraz;Independencia;51;Sala de Exhibición del Monumento Arqueológico Willkawaín ;Sala;45;8;11;0;0;0;64
20240709;2022;3;Marzo;30101;Apurímac;Abancay;Abancay;56;Museo Arqueológico, Antropológico de Apurímac;Museo;31;7;6;4;0;0;48
20240709;2022;3;Marzo;50108;Ayacucho;Huamanga;Quinua;62;Museo de Sitio de Quinua ;Museo;0;0;0;0;0;0;0
20240709;2022;3;Marzo;50107;Ayacucho;Huamanga;Pacaycasa;59;Museo de Sitio Wari;Museo;235;44;25;10;0;0;314
20240709;2022;3;Marzo;50101;Ayacucho;Huamanga;Ayacucho;63;"Museo Histórico Regional ""Hipólito Unanue""";Museo;177;18;54;1;0;0;250
20240709;2022;3;Marzo;60101;Cajamarca;Cajamarca;Cajamarca;68;Museo Arqueológico y Etnográfico del Conjunto Monumental Belén ;Museo;617;129;263;53;0;0;1062
20240709;2022;3;Marzo;80901;Cusco;La Covención;Santa Ana;201;Museo Amazónico Andino Qhapaq Ñan Quillabamba;Museo;0;0;0;0;0;0;0
20240709;2022;3;Marzo;81101;Cusco;Paucartambo;Paucartambo;226;Museo de los Pueblos de Paucartambo;Museo;0;0;0;0;0;0;0
20240709;2022;3;Marzo;81302;Cusco;Urubamba;Chinchero;93;Museo de Sitio de Chinchero;Museo;0;0;0;0;0;0;0
20240709;2022;3;Marzo;81304;Cusco;Urubamba;Machupicchu;94;"Museo de Sitio ""Manuel Chávez Ballón""";Museo;44;5;0;0;0;0;49
20240709;2022;3;Marzo;80101;Cusco;Cusco;Cusco;92;Museo Histórico Regional del Cusco;Museo;19;9;2;1;0;0;31
20240709;2022;3;Marzo;81208;Cusco;Quispicanchi;Lucre;82;Sala de Exhibición de Pikillaqta;Sala;42;11;0;0;0;0;53
20240709;2022;3;Marzo;90601;Huancavelica;Huaytará;Huaytará;19;"Museo Arqueológico ""Samuel Humberto Espinoza Lozano""";Museo;18;5;15;7;0;0;45
20240709;2022;3;Marzo;90101;Huancavelica;Huancavelica;Huancavelica;18;"Museo Regional ""Daniel Hernández Morillo""";Museo;10;4;6;1;0;0;21
20240709;2022;3;Marzo;100101;Huánuco;Huánuco;Huánuco;99;Sala de Exhibición de la Zona Arqueológica Monumental de Kotosh;Sala;174;22;59;0;0;0;255
20240709;2022;3;Marzo;110505;Ica;Pisco;Paracas;111;"Museo de Sitio ""Julio C. Tello"" de Paracas ";Museo;101;40;41;36;0;0;218
20240709;2022;3;Marzo;110101;Ica;Ica;Ica;20;"Museo Regional de Ica ""Adolfo Bermúdez Jenkins"" ";Museo;0;0;0;0;0;0;0
20240709;2022;3;Marzo;110503;Ica;Pisco;Humay;21;"Sala de Exhibición del Sitio Arqueológico ""Tambo Colorado"" ";Sala;0;0;0;0;0;0;0
20240709;2022;3;Marzo;120901;Junín;Chupaca;Chupaca;22;Museo Regional de Arqueología de Junín;Museo;81;11;65;4;0;0;161
20240709;2022;3;Marzo;120119;Junín;Huancayo;Huancan;23;Museo de Sitio de Wariwillka;Museo;183;72;117;41;0;0;413
20240709;2022;3;Marzo;130104;La Libertad;Trujillo;Huanchaco;24;Museo de Sitio de Chan Chan;Museo;257;57;120;51;0;0;485
20240709;2022;3;Marzo;140301;Lambayeque;Lambayeque;Lambayeque;120;Museo Arqueológico Nacional Brüning ;Museo;353;50;162;65;0;0;630
20240709;2022;3;Marzo;140311;Lambayeque;Lambayeque;San José;179;Museo de Sitio Huaca Chotuna - Chornancap;Museo;37;15;17;1;0;0;70
20240709;2022;3;Marzo;140115;Lambayeque;Chiclayo;Saña;125;Museo de Sitio Huaca Rajada - Sipán;Museo;110;79;96;22;0;0;307
20240709;2022;3;Marzo;140312;Lambayeque;Lambayeque;Túcume;123;Museo de Sitio Túcume;Museo;573;68;181;37;0;0;859
20240709;2022;3;Marzo;140201;Lambayeque;Ferreñafe;Ferreñafe;122;Museo Nacional de Sicán;Museo;264;179;170;172;0;0;785
20240709;2022;3;Marzo;140301;Lambayeque;Lambayeque;Lambayeque;121;Museo Tumbas Reales de Sipán;Museo;904;0;490;75;0;0;1469
20240709;2022;3;Marzo;160101;Loreto;Maynas;Iquitos;25;Museo Amazónico;Museo;16;0;2;9;0;0;27
20240709;2022;3;Marzo;200105;Piura;Piura;Catacaos;27;Museo de Sitio de Narihualá;Museo;135;3;38;0;0;0;176
20240709;2022;3;Marzo;200101;Piura;Piura;Piura;142;Sala de Oro del Museo Municipal Vicús;Sala;0;0;0;0;0;0;0
20240709;2022;3;Marzo;210708;Puno;Lampa;Pucara;31;Museo Lítico de Pukara ;Museo;60;74;4;0;0;0;138
20240709;2022;3;Marzo;210401;Puno;Chucuito;Juli;30;"Templo Museo ""Nuestra Señora de la Asunción"" ";Museo;7;8;2;0;0;0;17
20240709;2022;3;Marzo;210401;Puno;Chucuito;Julio;29;"Templo Museo ""San Juan de Letrán""";Museo;0;0;0;0;0;0;0
20240709;2022;3;Marzo;220101;San Martín;Moyobamba;Moyobamba;148;Museo Departamental San Martín;Museo;60;5;14;18;0;0;97
20240709;2022;3;Marzo;230101;Tacna;Tacna;Tacna;34;Museo Histórico Regional de Tacna;Museo;7;3;2;3;0;0;15
20240709;2022;3;Marzo;230108;Tacna;Tacna;Pocollay;33;Museo de Sitio Las Peañas;Museo;0;0;0;0;0;0;0
20240709;2022;3;Marzo;240102;Tumbes;Tumbes;Corrales;35;"Museo de Sitio Cabeza de Vaca ""Gran Chilimasa"" ";Museo;1;0;1;0;0;0;2
20240709;2022;4;Abril;10101;Amazonas;Chachapoyas;Chachapoyas;48;"Sala de Exhibición ""Gilberto Tenorio Ruiz""";Sala;29;0;7;0;0;0;36
20240709;2022;4;Abril;20101;Áncash;Huaraz;Huaraz;3;"Museo Arqueológico de Áncash ""Augusto Soriano Infante""";Museo;90;23;63;21;0;0;197
20240709;2022;4;Abril;21501;Áncash;Pallasca;Cabana;200;Museo Arqueológico Zonal de Cabana;Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;22006;Áncash;Yungay;Ranrahirca;54;Museo de Antropolgía, Arqueología e Historia Natural de Ranrahirca;Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;21004;Áncash;Huari;Chavin de Huántar;199;Museo Nacional Chavín ;Museo;96;4;6;2;0;0;108
20240709;2022;4;Abril;20801;Áncash;Casma;Casma;53;"Museo Regional de Casma ""Max Uhle""";Museo;7;0;3;0;0;0;10
20240709;2022;4;Abril;20105;Áncash;Huaraz;Independencia;51;Sala de Exhibición del Monumento Arqueológico Willkawaín ;Sala;52;17;21;0;0;0;90
20240709;2022;4;Abril;30101;Apurímac;Abancay;Abancay;56;Museo Arqueológico, Antropológico de Apurímac;Museo;51;9;19;3;0;0;82
20240709;2022;4;Abril;50108;Ayacucho;Huamanga;Quinua;62;Museo de Sitio de Quinua ;Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;50107;Ayacucho;Huamanga;Pacaycasa;59;Museo de Sitio Wari;Museo;82;28;8;4;0;0;122
20240709;2022;4;Abril;50101;Ayacucho;Huamanga;Ayacucho;63;"Museo Histórico Regional ""Hipólito Unanue""";Museo;110;35;23;10;0;0;178
20240709;2022;4;Abril;60101;Cajamarca;Cajamarca;Cajamarca;68;Museo Arqueológico y Etnográfico del Conjunto Monumental Belén ;Museo;276;76;89;13;0;0;454
20240709;2022;4;Abril;80901;Cusco;La Covención;Santa Ana;201;Museo Amazónico Andino Qhapaq Ñan Quillabamba;Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;81101;Cusco;Paucartambo;Paucartambo;226;Museo de los Pueblos de Paucartambo;Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;81302;Cusco;Urubamba;Chinchero;93;Museo de Sitio de Chinchero;Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;81304;Cusco;Urubamba;Machupicchu;94;"Museo de Sitio ""Manuel Chávez Ballón""";Museo;65;12;0;0;0;0;77
20240709;2022;4;Abril;80101;Cusco;Cusco;Cusco;92;Museo Histórico Regional del Cusco;Museo;13;7;0;4;0;0;24
20240709;2022;4;Abril;81208;Cusco;Quispicanchi;Lucre;82;Sala de Exhibición de Pikillaqta;Sala;57;4;6;0;0;0;67
20240709;2022;4;Abril;90601;Huancavelica;Huaytará;Huaytará;19;"Museo Arqueológico ""Samuel Humberto Espinoza Lozano""";Museo;12;0;14;2;0;0;28
20240709;2022;4;Abril;90101;Huancavelica;Huancavelica;Huancavelica;18;"Museo Regional ""Daniel Hernández Morillo""";Museo;14;1;6;0;0;0;21
20240709;2022;4;Abril;100101;Huánuco;Huánuco;Huánuco;99;Sala de Exhibición de la Zona Arqueológica Monumental de Kotosh;Sala;102;12;34;0;0;0;148
20240709;2022;4;Abril;110505;Ica;Pisco;Paracas;111;"Museo de Sitio ""Julio C. Tello"" de Paracas ";Museo;100;52;39;30;0;0;221
20240709;2022;4;Abril;110101;Ica;Ica;Ica;20;"Museo Regional de Ica ""Adolfo Bermúdez Jenkins"" ";Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;110503;Ica;Pisco;Humay;21;"Sala de Exhibición del Sitio Arqueológico ""Tambo Colorado"" ";Sala;0;0;0;0;0;0;0
20240709;2022;4;Abril;120901;Junín;Chupaca;Chupaca;22;Museo Regional de Arqueología de Junín;Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;120119;Junín;Huancayo;Huancan;23;Museo de Sitio de Wariwillka;Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;130104;La Libertad;Trujillo;Huanchaco;24;Museo de Sitio de Chan Chan;Museo;182;40;90;24;0;0;336
20240709;2022;4;Abril;140301;Lambayeque;Lambayeque;Lambayeque;120;Museo Arqueológico Nacional Brüning ;Museo;204;37;88;8;0;0;337
20240709;2022;4;Abril;140311;Lambayeque;Lambayeque;San José;179;Museo de Sitio Huaca Chotuna - Chornancap;Museo;18;5;13;3;0;0;39
20240709;2022;4;Abril;140115;Lambayeque;Chiclayo;Saña;125;Museo de Sitio Huaca Rajada - Sipán;Museo;92;0;33;0;0;0;125
20240709;2022;4;Abril;140312;Lambayeque;Lambayeque;Túcume;123;Museo de Sitio Túcume;Museo;307;41;130;28;0;0;506
20240709;2022;4;Abril;140201;Lambayeque;Ferreñafe;Ferreñafe;122;Museo Nacional de Sicán;Museo;344;58;288;80;0;0;770
20240709;2022;4;Abril;140301;Lambayeque;Lambayeque;Lambayeque;121;Museo Tumbas Reales de Sipán;Museo;499;0;187;24;0;0;710
20240709;2022;4;Abril;160101;Loreto;Maynas;Iquitos;25;Museo Amazónico;Museo;59;0;33;5;0;0;97
20240709;2022;4;Abril;200105;Piura;Piura;Catacaos;27;Museo de Sitio de Narihualá;Museo;55;8;37;0;0;0;100
20240709;2022;4;Abril;200101;Piura;Piura;Piura;142;Sala de Oro del Museo Municipal Vicús;Sala;0;0;0;0;0;0;0
20240709;2022;4;Abril;210708;Puno;Lampa;Pucara;31;Museo Lítico de Pukara ;Museo;27;6;7;6;0;0;46
20240709;2022;4;Abril;210401;Puno;Chucuito;Juli;30;"Templo Museo ""Nuestra Señora de la Asunción"" ";Museo;13;0;0;0;0;0;13
20240709;2022;4;Abril;210401;Puno;Chucuito;Julio;29;"Templo Museo ""San Juan de Letrán""";Museo;0;0;0;0;0;0;0
20240709;2022;4;Abril;220101;San Martín;Moyobamba;Moyobamba;148;Museo Departamental San Martín;Museo;36;0;61;0;0;0;97
20240709;2022;4;Abril;230101;Tacna;Tacna;Tacna;34;Museo Histórico Regional de Tacna;Museo;4;0;1;0;0;0;5
20240709;2022;4;Abril;230108;Tacna;Tacna;Pocollay;33;Museo de Sitio Las Peañas;Museo;3;1;2;0;0;0;6
20240709;2022;4;Abril;240102;Tumbes;Tumbes;Corrales;35;"Museo de Sitio Cabeza de Vaca ""Gran Chilimasa"" ";Museo;48;25;9;6;0;0;88
20240709;2022;5;Mayo;10101;Amazonas;Chachapoyas;Chachapoyas;48;"Sala de Exhibición ""Gilberto Tenorio Ruiz""";Sala;43;13;9;4;0;0;69
20240709;2022;5;Mayo;20101;Áncash;Huaraz;Huaraz;3;"Museo Arqueológico de Áncash ""Augusto Soriano Infante""";Museo;23;9;17;11;0;0;60
20240709;2022;5;Mayo;21501;Áncash;Pallasca;Cabana;200;Museo Arqueológico Zonal de Cabana;Museo;0;0;0;0;0;0;0
20240709;2022;5;Mayo;22006;Áncash;Yungay;Ranrahirca;54;Museo de Antropolgía, Arqueología e Historia Natural de Ranrahirca;Museo;0;0;0;0;0;0;0
20240709;2022;5;Mayo;21004;Áncash;Huari;Chavin de Huántar;199;Museo Nacional Chavín ;Museo;233;6;33;15;0;0;287
20240709;2022;5;Mayo;20801;Áncash;Casma;Casma;53;"Museo Regional de Casma ""Max Uhle""";Museo;29;5;10;1;0;0;45
20240709;2022;5;Mayo;20105;Áncash;Huaraz;Independencia;51;Sala de Exhibición del Monumento Arqueológico Willkawaín ;Sala;33;5;15;0;0;0;53
20240709;2022;5;Mayo;30101;Apurímac;Abancay;Abancay;56;Museo Arqueológico, Antropológico de Apurímac;Museo;51;10;21;3;0;0;85
20240709;2022;5;Mayo;50108;Ayacucho;Huamanga;Quinua;62;Museo de Sitio de Quinua ;Museo;0;0;0;0;0;0;0
20240709;2022;5;Mayo;50107;Ayacucho;Huamanga;Pacaycasa;59;Museo de Sitio Wari;Museo;229;22;50;20;0;0;321
20240709;2022;5;Mayo;50101;Ayacucho;Huamanga;Ayacucho;63;"Museo Histórico Regional ""Hipólito Unanue""";Museo;89;437;158;4;0;0;688
20240709;2022;5;Mayo;60101;Cajamarca;Cajamarca;Cajamarca;68;Museo Arqueológico y Etnográfico del Conjunto Monumental Belén ;Museo;456;120;98;26;0;0;700
